"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Приборы и оборудование. ЭО	Кронштейны со светильниками по колоннам, фермам, балкам на мостиках 	0,1	0	0,1	100 шт	97,2
Приборы и оборудование. ЭО	Патрон подвесной	0,06	0	0,06	100 шт	28,6
Приборы и оборудование. ЭО	Светильник потолочный или настенный с креплением винтами или болтами для помещений с тяжелыми условиями среды, уплотненный 	0,13	0	0,13	100 шт	68,4
Приборы и оборудование. ЭО	Светильник отдельно устанавливаемый на подвесах (штангах) с количеством ламп в светильнике 2 	0,04	0	0,04	100 шт	54,2
Приборы и оборудование. ЭО	Светильник отдельно устанавливаемый на штырях с количеством ламп в светильнике 2 	0,15	0	0,15	100 шт	41,2
Приборы и оборудование. ЭО	Светильник в подвесных потолках, устанавливаемый на закладных деталях, количество ламп в светильнике до 4 	0,07	0	0,07	100 шт	48,5
Приборы и оборудование. ЭО	Ящик с понижающим трансформатором 	3	0	3	шт	1,38
Приборы и оборудование. ЭО	Световые настенные указатели 	0,09	0	0,09	100 шт	35,6
Приборы и оборудование. ЭО	Блок управления шкафного исполнения или распределительный пункт (шкаф), устанавливаемый на стене, высота и ширина до 1200х1000 мм(ЩО1, ЩАО1) 	1	0	1	шт	5,62
Монтажные работы	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг ТЕРм-2001 64	10	0	10	шт	0,84
Монтажные работы	Прибор, устанавливаемый на резьбовых соединениях, масса до 5 кг ТЕРм-2001 64	2	0	2	шт	1,18
Монтажные работы	Прибор, устанавливаемый на резьбовых соединениях, масса до 10 кг ТЕРм-2001 64	2	0	2	шт	1,58
Монтажные работы	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг ТЕРм-2001 64	3	0	3	шт	2,64
Монтажные работы	Прибор, устанавливаемый на фланцевых соединениях, масса до 5 кг ТЕРм-2001 64	3	0	3	шт	1,64
Монтажные работы	Прибор, устанавливаемый на фланцевых соединениях, масса до 10 кг ТЕРм-2001 64	1	0	1	шт	2,42
Монтажные работы	Щиты и пульты, масса до 50 кг ТЕРм-2001 64	4	0	4	шт	8,45
Монтажные работы	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 ТЕРм-2001 64	0,88	0	0,88	100 шт	11,9
Монтажные работы	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	0,14	0	0,14	100 шт	32,4
Монтажные работы	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	20	0	20	шт	0,33
Монтажные работы	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг ТЕРм-2001 64	0,1	0	0,1	100 шт	9,42
Монтажные работы	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 20 ТЕРм-2001 64	2	0	2	шт	2,64
Монтажные работы	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 32 ТЕРм-2001 64	1	0	1	шт	4,12
Арматура и трубопроводы	Установка дверей герметических утепленных размером 1250х500 мм ТЕР-2001 64	2	0	2	шт	2,84
Арматура и трубопроводы	Установка заслонок воздушных и клапанов воздушных КВР с ручным приводом диаметром до 355 мм ТЕР-2001 64	2	0	2	шт	1,14
Арматура и трубопроводы	Установка заслонок воздушных и клапанов воздушных КВР с ручным приводом диаметром до 355 мм ТЕР-2001 64	1	0	1	шт	1,14
Арматура и трубопроводы	Установка клапанов воздушных утепленных КВУ с электрическим или пневматическим приводом периметром до 3200 мм ТЕР-2001 64	2	0	2	шт	3,41
Арматура и трубопроводы	Установка воздухоотводчиков ТЕР-2001 64	6	0	6	шт	0,84
Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	1	0	1	шт	1,06
Арматура и трубопроводы	Установка клапанов обратных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	6	0	6	шт	1,06
Арматура и трубопроводы	Установка регулятора расхода с условным проходом 25мм ТЕР-2001 64	1	0	1	шт	1,18
Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	2	0	2	шт	1,06
Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	1	0	1	шт	1,06
Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	4	0	4	шт	1,82
Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	1	0	1	шт	1,82
Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 100 мм ТЕР-2001 64	2	0	2	шт	2,64
Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 100 мм ТЕР-2001 64	2	0	2	шт	2,64
Арматура и трубопроводы	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	8	0	8	шт	1,82
Закладные детали отопления	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа ТЕРм-2001 64	0,02	0	0,02	100 шт	46,2
Закладные детали отопления	Бобышки, штуцеры на условное давление до 10 МПа 2+3-гр.4 ТЕРм-2001 64	0,05	0	0,05	100 шт	32,4
Закладные детали отопления	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа 9+7-гр.4 ТЕРм-2001 64	0,16	0	0,16	100 шт	46,2
Оборудование	Установка грязевиков наружным диаметром патрубков до 57 мм ТЕР-2001 64	2	0	2	шт	1,54
Кабельные проводки. ПС	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	7	0	7	шт	0,33
Кабельные проводки. ПС	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	0,41	0	0,41	100 шт	32,4
Кабельные проводки. ПС	Конструкции для установки приборов, масса до 3 кг ТЕРм-2001 64	8	0	8	шт	0,52
Кабельные проводки. ПС	Устройство ввода в здание в стальной трубе, провод сечением до 16 мм2, количество проводов в линии 4 ТЕРм-2001 64	3	0	3	шт	4,56
Приборы и оборудование. ПС	Конструкции для установки приборов, масса до 40 кг ТЕРм-2001 64	11	0	11	шт	1,85
Приборы и оборудование. ПС	Извещатель ПС автоматический тепловой, дымовой, световой во взрывозащищенном исполнении. На высоте до 15 м, применен коэффициент к нормам затрат труда - 1,1. ТЕРм-2001 64	11	0	11	шт	0,924
Приборы и оборудование. ПС	Реле, ключ, кнопка и др. с подготовкой места установки 	27	0	27	шт	0,38
Приборы и оборудование. ПС	Устройства промежуточные на количество лучей 1 	3	0	3	шт	0,46
Приборы и оборудование. ПС	Устройства промежуточные на количество лучей 10	6	0	6	шт	3,41
Приборы и оборудование. ПС	Извещатель ПС автоматический дымовой, фотоэлектрический, радиоизотопный, световой в нормальном исполнении 	16	0	16	шт	0,48
Приборы и оборудование. ПС	Извещатель ПС автоматический тепловой, дымовой, световой во взрывозащищенном исполнении ТЕРм-2001 64	8	0	8	шт	0,84
Приборы и оборудование. ПС	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м ТЕРм-2001 64	4	0	4	шт	4,12
Кабельные проводки. СОП	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	16	0	16	шт	0,33
Кабельные проводки. СОП	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	0,21	0	0,21	100 шт	32,4
Приборы и оборудование. СОП	Реле, ключ, кнопка и др. с подготовкой места установки ТЕРм-2001 64	17	0	17	шт	0,38
Приборы и оборудование. СОП	Громкоговоритель или звуковая колонка в помещении ТЕРм-2001 64	6	0	6	шт	1,85
Приборы и оборудование. СОП	Громкоговоритель или звуковая колонка на столбе или на крыше, мощность до 10 Вт ТЕРм-2001 64	7	0	7	шт	3,62
Приборы и оборудование. СОП	Демонтаж. Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м(Roxtec) (Кустарного производства (требуется демонта	5	0	5	шт	2,06
Приборы и оборудование. СОП	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м(Roxtec) ТЕРм-2001 64	5	0	5	шт	4,12
Приборы и оборудование. СОП	Устройства промежуточные на количество лучей 10 ТЕРм-2001 64	1	0	1	шт	3,41
Приборы и оборудование	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 32 	28	0	28	шт	4,12
Приборы и оборудование	Выключатель путевой или конечный контактный, устанавливаемый на металлическом основании малогабаритный одно-, двухкнопочный или микропереключатель 	5	0	5	шт	0,84
Приборы и оборудование	Светофор с количеством ламп до трех, устанавливаемый на конструкции на стене, колонне или балке ТЕРм-2001 64	23	0	23	шт	3,62
Приборы и оборудование	Выключатель или переключатель пакетный в металлической оболочке, устанавливаемый на конструкции на стене или колонне, с количеством зажимов для подключения до 9 на ток до 25 А ТЕРм-2001 64	4	0	4	шт	1,64
Приборы и оборудование	Громкоговоритель или звуковая колонка на столбе или на крыше, мощность свыше 10 Вт ТЕРм-2001 64	8	0	8	шт	5,42
Приборы и оборудование	Пост управления кнопочный взрывозащищенный с количеством элементов поста до 3, устанавливаемый на конструкции на стене или колонне ТЕРм-2001 64	20	0	20	шт	1,84
Приборы и оборудование	Пост управления кнопочный общего назначения, устанавливаемый на конструкции на стене или колонне, количество элементов поста до 3 ТЕРм-2001 64	7	0	7	шт	1,24
Приборы и оборудование	Пускатель магнитный общего назначения отдельно стоящий, устанавливаемый на конструкции на стене или колонне, на ток до 40 А ТЕРм-2001 64	7	0	7	шт	3,41
Приборы и оборудование	Реле, ключ, кнопка и др. с подготовкой места установки ТЕРм-2001 64	83	0	83	шт	0,38
Приборы и оборудование	Ящик для трубных проводок протяжной или коробка, размер до 500х500 мм ТЕРм-2001 64	13	0	13	шт	2,4
Приборы и оборудование	Конструкции для установки приборов, масса до 5 кг ТЕРм-2001 64	12	0	12	шт	0,48
Приборы и оборудование	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	200	0	200	шт	0,33
Приборы и оборудование	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 ТЕРм-2001 64	100	0	100	шт	0,49
Приборы и оборудование	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 27 ТЕРм-2001 64	10	0	10	шт	1,42
Приборы и оборудование	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	50	0	50	100 шт	32,4
Приборы и оборудование	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 ТЕРм-2001 64	300	0	300	100 шт	11,9
Приборы и оборудование	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 0,75 м ТЕРм-2001 64	9	0	9	шт	3,41
Приборы и оборудование	Демонаж.Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 0,75 м (Кустарного производства (требуется демонтаж)	9	0	9	шт	1,71
Трубные проводки. СПБА	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг ТЕРм-2001 64	0,2	0	0,2	100 шт	18,4
Трубные проводки. СПБА	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг ТЕРм-2001 64	2,5	0	2,5	100 шт	9,42
Приборы и оборудование. СС	Шкаф или панель коммутации связи и сигнализации на стене или в нише, количество пар до 20 (КРТМ) ТЕРм-2001 64	3	0	3	шт	3,41
Кабельные проводки. ЭМ	Заделка концевая сухая для 3-4-жильного кабеля с пластмассовой и резиновой изоляцией напряжением до 1 кВ, сечение одной жилы до 35 мм2 ТЕРм-2001 64	234	0	234	шт	1,58
Кабельные проводки. ЭМ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	62	0	62	шт	0,33
Приборы и оборудование. ЭМ	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м ТЕРм-2001 64	10	0	10	шт	4,12
Приборы и оборудование. ЭМ	Коробка с зажимами, устанавливаемая на конструкции на стене или колонне, для кабелей или проводов сечением до 70 мм2, с количеством зажимов до 6 ТЕРм-2001 64	5	0	5	шт	3,12
Приборы и оборудование. ЭМ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 20 ТЕРм-2001 64	3	0	3	шт	2,64
Приборы и оборудование. ЭМ	Розетка штепсельная полугерметическая и герметическая ТЕРм-2001 64	0,04	0	0,04	100 шт	52,4
Приборы и оборудование. ЭМ	Пост управления кнопочный взрывозащищенный с количеством элементов поста до 3, устанавливаемый на конструкции на стене или колонне ТЕРм-2001 64	21	0	21	шт	1,84
Приборы и оборудование. ЭМ	Автоматическое распределительное устройство массой до 2,5 т(ИбП) ТЕРм-2001 64	2	0	2	шт	18,4
Приборы и оборудование. ЭМ	Блок управления шкафного исполнения или распределительный пункт (шкаф), устанавливаемый на полу, высота и ширина до 1700х1100 мм ТЕРм-2001 64	4	0	4	шт	11,4
Приборы и оборудование. ЭМ	Шкаф (пульт) управления навесной, высота, ширина и глубина до 600х600х350 мм(А1,А2,Я1-216,Я1-218) ТЕРм-2001 64	4	0	4	шт	2,84
Приборы и оборудование. ЭМ	Блок управления шкафного исполнения или распределительный пункт (шкаф), устанавливаемый на стене, высота и ширина до 600х600 мм ТЕРм-2001 64	4	0	4	шт	2,42
Трубные проводки. ЭМ	Полка кабельная, устанавливаемая на стойках, масса до 0,7 кг ТЕРм-2001 64	0,47	0	0,47	100 шт	9,42
Трубные проводки. ЭМ	Стойка сборных кабельных конструкций (без полок), масса до 2,4 кг ТЕРм-2001 64	0,3	0	0,3	100 шт	24,5
Дополнительные работы	Восстановление анкеров (резьба)	140	0	140	шт	0,17
Дополнительные работы	Монтаж контргаек	140	0	140	шт	0,05
Дополнительные работы	Восстановление фундаментов	39	0	39	шт	4,22
Дополнительные работы	Восстановление бетонной подливки под опоры	39	0	39	шт	1,14
Монтажные работы	Щиты и пульты, масса до 50 кг ТЕРм-2001 64	2	0	2	шт	8,45
Монтажные работы	Прибор, устанавливаемый на резьбовых соединениях, масса до 5 кг ТЕРм-2001 64	3	0	3	шт	1,18
Монтажные работы	Прибор, устанавливаемый на фланцевых соединениях, масса до 5 кг ТЕРм-2001 64	1	0	1	шт	1,64
Монтажные работы	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг ТЕРм-2001 64	1	0	1	шт	2,64
Монтажные работы	Конструкции для установки приборов, масса до 10 кг ТЕРм-2001 64	1	0	1	шт	0,94
Монтажные работы	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 ТЕРм-2001 64	0,1	0	0,1	100 шт	11,9
Монтажные работы	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	0,06	0	0,06	100 шт	32,4
Монтажные работы	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг ТЕРм-2001 64	0,1	0	0,1	100 шт	9,42
Монтажные работы	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 20 ТЕРм-2001 64	1	0	1	шт	2,64
Иозляция	Изоляция арматуры из вспененного каучука ("К-флекс")  пластинами (плитами) 	0,6	0	0,6	10 шт	28,4
Металлические конструкции из стали по ГОСТ 27772-88	Установка анкер шпилек HST M16х140(HILTI) ТЕР-2001 64	0,08	0	0,08	100 шт	17
Площадка переходная	Фундаменты под лестницы. ТЕР-2001 64	0,01	0	0,01	100 шт	118
Площадка переходная	Установка анкер шпилек HST-R M12х115(HILTI) ТЕР-2001 64	0,06	0	0,06	100 шт	17
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 10 ТЕРм-2001 64	4	0	4	шт	0,68
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	14	0	14	шт	0,33
Кабельные проводки. АТ	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	0,6	0	0,6	100 шт	32,4
Кабельные проводки. АТ	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 ТЕРм-2001 64	1	0	1	100 шт	11,9
Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 32 ТЕРм-2001 64	1	0	1	шт	4,12
Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 20 ТЕРм-2001 64	3	0	3	шт	2,64
Приборы и оборудование. АТ	Щиты и пульты, масса до 50 кг ТЕРм-2001 64	3	0	3	шт	8,45
Приборы и оборудование. АТ	Прибор, устанавливаемый на фланцевых соединениях, масса до 5 кг ТЕРм-2001 64	1	0	1	шт	1,64
Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг ТЕРм-2001 64	3	0	3	шт	2,64
Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 5 кг ТЕРм-2001 64	2	0	2	шт	1,18
Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг ТЕРм-2001 64	5	0	5	шт	0,84
Трубные проводки. АТ	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг ТЕРм-2001 64	0,15	0	0,15	100 шт	9,42
Изоляционные работы	Изоляция арматуры и фланцевых соединений пластинами (плитами) из вспененного каучука, вспененного полиэтилена ТЕР-2001 64	0,2	0	0,2	10 шт	28,4
Кабельные конструкции. АТ	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг ТЕРм-2001 64	0,04	0	0,04	100 шт	9,42
Кабельные проводки. АТ	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 ТЕРм-2001 64	2,1	0	2,1	100 шт	11,9
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	20	0	20	шт	0,33
Кабельные проводки. АТ	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	0,16	0	0,16	100 шт	32,4
Кабельные проводки. АТ	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 10 ТЕРм-2001 64	0,04	0	0,04	100 шт	42,6
Кабельные проводки. АТ	Разъемы штепсельные с разделкой и включением кабеля с экранированными парами, емкость 5х2 ТЕРм-2001 64	20	0	20	шт	0,38
Приборы и оборудование. АТ	Пульт, рабочее место, масса до 0,3 т ТЕРм-2001 64	1	0	1	шт	12,6
Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг ТЕРм-2001 64	36	0	36	шт	2,64
Приборы и оборудование. АТ	Щиты и пульты, масса до 100 кг ТЕРм-2001 64	1	0	1	шт	11,4
Кабельные проводки	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	0,28	0	0,28	100 шт	32,4
Кабельные проводки	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 ТЕРм-2001 64	48	0	48	шт	0,49
Кабельные проводки	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 	2	0	2	100 шт	11,9
Монтаж приборов	Демонтаж. Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 20 мм	1	0	1	шт	0,49
Монтаж приборов	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 20 мм	1	0	1	шт	1,64
Монтаж приборов	Демонтаж. Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг/Установка фотоэлемента	1	0	1	шт	0,79
Монтаж приборов	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг/Установка фотоэлемента	1	0	1	шт	2,64
Монтаж приборов	Щиты и пульты, масса до 100 кг ТЕРм-2001 64	3	0	3	шт	11,4
Монтаж арматуры и трубопроводов. Водопровод производственно-противопожарный В2	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	1	0	1	шт	1,82
Монтаж арматуры и трубопроводов. Водопровод хозяйственно питьевой В1	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	1	0	1	шт	1,82
Монтаж приборов. Водопровод хозяйственно питьевой В1	Монтаж манометра ТЕРм-2001 64	0,01	0	0,01	100 шт	46,2
Монтаж приборов. Водопровод хозяйственно питьевой В1	Установка смесителей ТЕР-2001 64	0,4	0	0,4	10 шт	12,4
Монтаж оборудования и  приборов. ГТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг	1	0	1	шт	0,84
Монтаж оборудования и  приборов. ГТ	Монтаж оборудования в помещении, масса оборудования 0,5 т	3	0	3	шт	8,45
Монтаж оборудования и  приборов. ГТ	Монтаж оборудования в помещении, масса оборудования 0,1 т	1	0	1	шт	3,41
Монтаж оборудования и  приборов. ГТ	Оросители, насадки газового пожаротушения с декоративной розеткой	0,02	0	0,02	100 шт	11,4
Монтаж трубопроводов. ГТ	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	0,005	0	0,005	1000 шт	1060
Монтаж трубопроводов. ГТ	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	0,003	0	0,003	1000 шт	1060
Монтаж трубопроводов. ГТ	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	0,007	0	0,007	1000 шт	1060
Монтаж трубопроводов. ГТ	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 15х6 - 25х10 мм	0,002	0	0,002	1000 шт	840
Монтаж арматуры и трубопроводов	Установка клапана утепленного ТЕР-2001 64	1	0	1	шт	1,85
Монтаж арматуры и трубопроводов	Установка клапана утепленного ТЕР-2001 64	1	0	1	шт	1,85
Монтаж арматуры и трубопроводов	Установка дверей герметических утепленных размером 1250х500 мм ТЕР-2001 64	1	0	1	шт	2,84
Монтаж арматуры и трубопроводов. Отопление и теплоснабжение	Установка затворов на трубопроводах из стальных труб диаметром 32 мм ТЕР-2001 64	3	0	3	шт	1,82
Монтаж арматуры и трубопроводов. Отопление и теплоснабжение	Установка затворов на трубопроводах из стальных труб диаметром до 50 мм ТЕР-2001 64	2	0	2	шт	1,82
Монтаж арматуры и трубопроводов. Отопление и теплоснабжение	Установка затворов на трубопроводах из стальных труб диаметром до 100 мм ТЕР-2001 64	2	0	2	шт	2,64
Монтаж арматуры и трубопроводов. Отопление и теплоснабжение	Установка регулятора расхода с условным проходом 25мм ТЕР-2001 64	1	0	1	шт	1,18
Монтаж арматуры и трубопроводов. Отопление и теплоснабжение	Установка воздухоотводчиков ТЕР-2001 64	2	0	2	шт	0,84
Монтаж арматуры и трубопроводов. Отопление и теплоснабжение	Установка клапанов обратных на трубопроводах из стальных труб диаметром до 25 мм ТЕР-2001 64	2	0	2	шт	1,06
Монтаж арматуры и трубопроводов. Отопление и теплоснабжение	Установка клапана термостатического ГЕРЦ-TS-90 ТЕР-2001 64	1	0	1	шт	0,84
Монтаж арматуры и трубопроводов. Отопление и теплоснабжение	Установка головки термостатического ГЕРЦ	1	0	1	шт	0,38
Монтаж оборудования. Отопление и теплоснабжение	Установка грязевиков наружным диаметром патрубков до 57 мм ТЕР-2001 64	1	0	1	шт	1,54
Монтаж оборудования. Отопление и теплоснабжение	Установка грязевиков наружным диаметром патрубков до 89 мм ТЕР-2001 64	1	0	1	шт	1,82
Монтаж приборов. Отопление и теплоснабжение	Устройство отборное для импульсных линий ТЕРм-2001 64	0,02	0	0,02	100 шт	46,2
Монтаж приборов. Отопление и теплоснабжение	Бобышки, штуцеры на условное давление до 10 МПа ТЕРм-2001 64	0,02	0	0,02	100 шт	32,4
Монтаж приборов. Отопление и теплоснабжение	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа 7+5-гр.4 ТЕРм-2001 64	0,12	0	0,12	100 шт	46,2
монтаж приборов. Приточные установки	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа ТЕРм-2001 64	0,04	0	0,04	100 шт	46,2
Кабельные проводки. ПС	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5	1	0	1	100 шт	32,4
Приборы и оборудование. ПС	Реле, ключ, кнопка и др. с подготовкой места установки ТЕРм-2001 64	66	0	66	шт	0,38
Приборы и оборудование. ПС	Устройства промежуточные на количество лучей 10(РА) ТЕРм-2001 64	1	0	1	шт	3,41
Приборы и оборудование. ПС	Извещатель ПС автоматический тепловой, дымовой, световой во взрывозащищенном исполнении(ручной) ТЕРм-2001 64	2	0	2	шт	0,84
Приборы и оборудование. ПС	Конструкции для установки приборов, масса до 3 кг ТЕРм-2001 64	2	0	2	шт	0,52
Трубные проводки. ПС	Устройство ввода в здание в стальной трубе, провод сечением до 16 мм2, количество проводов в линии 4 	2	0	2	шт	4,56
Кабельные проводки. СОП	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 ТЕРм-2001 64	0,04	0	0,04	100 шт	32,4
Приборы и оборудование. СОП	Реле, ключ, кнопка и др. с подготовкой места установки 	17	0	17	шт	0,38
Приборы и оборудование. СОП	Громкоговоритель или звуковая колонка в помещении ТЕРм-2001 64	10	0	10	шт	1,85
Кабельные проводки. СПБА	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 ТЕРм-2001 64	1,05	0	1,05	100 шт	11,9
Кабельные проводки. СПБА	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	50	0	50	шт	0,33
Кабельные проводки. СПБА	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 ТЕРм-2001 64	26	0	26	шт	0,49
Кабельные проводки. СПБА	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 14 ТЕРм-2001 64	6	0	6	шт	0,84
Приборы.  СПБА	Громкоговоритель или звуковая колонка на столбе или на крыше, мощность свыше 10 Вт	1	0	1	шт	5,42
Приборы.  СПБА	Светофор с количеством ламп до трех, устанавливаемый на конструкции на стене, колонне или балке ТЕРм-2001 64	2	0	2	шт	3,62
