"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Земляные работы. Разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов 1 ТЕР-2001 64	0,043	0	0,043	1000 м3	0
Земляные работы. Разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов 3 ТЕР-2001 64	0,069	0	0,069	1000 м3	0
Земляные работы. Разработка грунта	Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 2. Доработка вручную, зачистка дна и стенок с выкидкой грунта в котлованах и траншеях, разработанных механ	0,03	0	0,03	100 м3	168
Земляные работы. Разработка грунта	Погрузка грунта на автомобили-самосвалы вручную, группа грунтов 3 ТЕР-2001 64	0,03	0	0,03	100 м3	96,4
Земляные работы. Разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 1 (1-1,2) м3, группа грунтов 1 ТЕР-2001 64	0,07	0	0,07	1000 м3	0
Площадка переходная	Устройство песчаной подготовки толщ. 100мм под ФБС ТЕР-2001 64	0,08	0	0,08	м3	0,95
Покрытие площадки	Устройство подстилающих и выравнивающих слоев оснований из цементно-песчанной смеси 1:10 ТЕР-2001 64	0,025	0	0,025	100 м3	13,7
Трубопроводы	Изоляция трубопроводов матами минераловатными прошивными безобкладочными и в обкладках марки 125  "TEX MAT" толщ.50,60,80мм  (Изоляция оборудования и трубопроводов, обертка пленкой, стекловолокном, ус	1,794	0	1,794	м3	11,4
Трубопроводы	Изоляция трубопроводов шнурами асбестовыми пуховыми 	0,01	0	0,01	м3	18,2
Трубопроводы	Изоляция арматуры и фланцев полуфутлярами из матов минераловатных прошивных  "TEX MAT" толщ.50,60,70	0,6	0	0,6	м3	24,2
Изоляционные работы	Заполнение опор минеральной ватой ТЕР-2001 64	0,012	0	0,012	м3	11,4
Трубопроводы. Теплоизоляционные работы	Изоляция оборудования и трубопроводов, обертка пленкой, стекловолокном, уст опорных колец, окраска, установка проволочного каркаса и штырей.	0,025	0	0,025	м3	12,4
Земляные работы	Срезка грунта с перемещением до 10 м во временный отвал бульдозерами мощностью 130 л.с., 2 группа грунтов ТЕР 64	0,049	0	0,049	1000 м3	0
Земляные работы	При перемещении грунта на каждые последующие 10 м добавлять к норме 01-01-031-2(Общее перемещение 20м) ТЕР 64	0,049	0	0,049	1000 м3	0
Земляные работы	Погрузка грунта на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,4 м3, группа грунтов 1 ТЕР 64	0,049	0	0,049	1000 м3	0
Земляные работы	Ремонт и содержание грунтовых землевозных дорог на каждые 0,5 км длины, группа грунтов 1 (1КМ) ТЕР 64	0,049	0	0,049	1000 м3	0
Земляные работы	Разработка грунта экскаваторами "драглайн" или "обратная лопата" с ковшом вместимостью 0,4 м3, группа грунтов 1 ТЕР 64	0,184	0	0,184	1000 м3	0
Земляные работы	Разработка грунта с перемещением во временный отвал до 10 м бульдозерами мощностью 130 л.с., 1 группа грунтов ТЕР 64	0,184	0	0,184	1000 м3	0
Земляные работы	При перемещении грунта на каждые последующие 10 м добавлять к норме 01-01-031-1(Общее перемещение 20м) ТЕР 64	0,184	0	0,184	1000 м3	0
Земляные работы	Погрузка грунта на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,4 м3, группа грунтов 1 ТЕР 64	0,048	0	0,048	1000 м3	0
Земляные работы	Ремонт и содержание грунтовых землевозных дорог на каждые 0,5 км длины, группа грунтов 1 (1КМ) ТЕР 64	0,048	0	0,048	1000 м3	0
Земляные работы	Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 1. Доработка вручную, зачистка дна и стенок с выкидкой грунта в котлованах и траншеях, разработанных механ	0,06	0	0,06	100 м3	138
Земляные работы	Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью 130 л.с., 2 группа грунтов ТЕР 64	0,185	0	0,185	1000 м3	0
Земляные работы	При перемещении грунта на каждые последующие 5 м добавлять к норме 01-01-034-2 (Общее перемещение 20м) ТЕР 64	0,185	0	0,185	1000 м3	0
Земляные работы	Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 2 ТЕР 64	0,05	0	0,05	100 м3	168
Земляные работы	Послойное(20см)уплотнение грунта пневматическими трамбовками, группа грунтов 1,2 ТЕР 64	1,85	0	1,85	100 м3	16,4
Земляные работы	Работа на отвале, группа грунтов 2-3 ТЕР 64	0,097	0	0,097	1000 м3	0
Лестницы,площадки,ограждения 	Устройство бетонной подготовки под фундаменты из бетона кл.В7,5  на сульфатостойком портландцементе толщ.100мм ТЕР 64	0,0003	0	0,0003	100 м3	137
Лестницы,площадки,ограждения 	Устройство монолитных железобетонных фундаментов на сульфатостойком портландцементе из бетона В12,5,W4,F150,объемом до 3 м3 ТЕР 64	0,001	0	0,001	100 м3	422
Лестницы,площадки,ограждения 	Заполнение внутренних полостей стоек цементно-песчаным раствором состава 1:10 ТЕР 64	0,0001	0	0,0001	м3	1,37
Ограждение площадки	Устройство бетонной подготовки под фундаменты из бетона кл.В7,5  на сульфатостойком портландцементе толщ.100мм	0,005	0	0,005	100 м3	137
Ограждение площадки	Устройство монолитных железобетонных фундаментов на сульфатостойком портландцементе из бетона В12,5,W4,F150,объемом до 3 м3	0,017	0	0,017	100 м3	422
Ограждение площадки	Заполнение внутренних полостей стоек цементно-песчаным раствором состава 1:10	0,0001	0	0,0001	м3	1,37
Покрытие площадки	Устройство теплового экрана из "Экстрол" тип 35 толщ.5000мм ТЕР 64	0,05	0	0,05	100 м3	114
Покрытие площадки	Устройство песчаной подушки из песка сухого,средней крупности,толщ.100мм ТЕР 64	0,1	0	0,1	100 м3	13,7
Покрытие площадки	Основание под плиты из цем.песчан. смеси сост.1:10 толщ.100мм ТЕР 64	0,1	0	0,1	100 м3	13,7
Покрытие площадки	Устройство дорожных покрытий из сборных железобетонных плит прямоугольных площадью: до 3 м2 из бетона В22,5,W4,F200 на сульфатостойком портландцементе ТЕР 64	0,0165	0	0,0165	100 м3	118
Покрытие площадки	Устройство дорожных покрытий из сборных железобетонных плит прямоугольных площадью: до 10,5 м2 из бетона В22,5,W4,F200 на сульфатостойком портландцементе ТЕР 64	0,0776	0	0,0776	100 м3	94
Покрытие площадки	Местные заделки стыков между плитами из бетона кл.В12,5,W4,F100   ТЕР 64	0,065	0	0,065	100 м3	146
Фундаменты Фм1,Фм1	Устройство бетонной подготовки из бетона кл.В7,5  на сульфатостойком портландцементе толщ.100мм ТЕР 64	0,014	0	0,014	100 м3	137
Фундаменты Фм1,Фм1	Устройство монолитных железобетонных фундаментов на сульфатостойком портландцементе из бетона В12,5,W4,F150,объемом до 5 м3 ТЕР 64	0,074	0	0,074	100 м3	362
Фундаменты Фм1,Фм1	Устройство бетонной подготовки под фундаменты из бетона кл.В7,5  на сульфатостойком портландцементе толщ.100мм ТЕР 64	0,009	0	0,009	100 м3	137
Фундаменты Фм1,Фм1	Устройство монолитных железобетонных фундаментов на сульфатостойком портландцементе из бетона В12,5,W4,F150,объемом до 3 м3 ТЕР 64	0,037	0	0,037	100 м3	422
Фундаменты Фм1,Фм1	Заполнение внутренних полостей стоек цементно-песчаным раствором состава 1:10 ТЕР 64	0,0003	0	0,0003	м3	1,37
Земляные работы. Разработка грунта	Разработка грунта в отвал экскаваторами "драглайн" или "обратная лопата" с ковшом вместимостью 0,4 м3, группа грунтов 1 ТЕР-2001 64	0,101	0,101	0	1000 м3	0
Земляные работы. Разработка грунта	Разработка грунта с перемещением во временный отвал до 10 м бульдозерами мощностью 130л.с., 1 группа грунтов ТЕР-2001 64	0,101	0,101	0	1000 м3	0
Земляные работы. Разработка грунта	При перемещении грунта на каждые последующие 10 м добавлять к норме 01-01-031-1(Общее перемещение 30м) ТЕР-2001 64	0,101	0,101	0	1000 м3	0
Земляные работы. Обратная засыпка грунт	Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью 130 л.с., 2 группа грунтов ТЕР-2001 64	0,073	0,073	0	1000 м3	0
Земляные работы. Обратная засыпка грунт	При перемещении грунта на каждые последующие 5 м (Общее перемещение 20м) ТЕР-2001 64	0,073	0	0,073	1000 м3	0
Земляные работы. Обратная засыпка грунт	Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 1 ТЕР-2001 64	0,003	0,003	0	100 м3	138
Земляные работы. Обратная засыпка грунт	Уплотнение грунта пневматическими трамбовками, группа грунтов 1 ТЕР-2001 64	0,03	0,03	0	100 м3	16,4
Бетонные и ж/б конструкции	Устройство бетонной подготовки из бетона кл В10,W4,F100,толщ. 100мм 	0,028	0,028	0	100 м3	137
Бетонные и ж/б конструкции	Устройство железобетонных фундаментов из бетона В15, объемом до 5 м3	0,28	0,28	0	100 м3	362
Покрытие площадки	Основание под плиты из цем.песчан. смеси сост.1:10 толщ.100мм 	0,61	51,21	-50,6	100 м3	13,7
Покрытие площадки	Местные заделки из бетона кл.В7,5,W4,F100 на сульфатостойком портландцементе 	0,04	0,04	0	100 м3	422
Земляные Работы	Разработка грунта в траншее экскаватором 0,25 м3  в отвал	0,00245	0,00245	0	1000 м3	0
Земляные Работы	Доработка вручную	0,0015	0,0015	0	100 м3	168
Земляные Работы	Погрузка излишек грунта в а/с и вывоз на ТБО	0,0005	0,0005	0	1000 м3	0
Земляные Работы	Устройство песчаной постели	0,011	0,011	0	10 м3	9,5
Земляные Работы	Обсыпка трубопровода песком	0,00033	0,00033	0	1000 м3	0
Земляные Работы	Обратная засыпка траншеи	0,021	0,021	0	100 м3	168
Изоляция	Теплоизоляция трубопроводов Дн=38 мм K-Flex толщиной 6 мм (1 слой)	0,16	0	0,16	м3	14,2
Изоляция	Теплоизоляция трубопроводов Дн=38 мм K-Flex  толщиной 13 мм (2 и 3 слой)	0,41	0	0,41	м3	14,2
Изоляция	Теплоизоляция трубопроводов Дн=32 мм K-Flex  толщиной 6 мм (1 слой)	0,001	0	0,001	м3	14,2
Изоляция	Теплоизоляция трубопроводов Дн=32 мм K-Flex  толщиной 13 мм (2 и 3 слой)	0,004	0	0,004	м3	14,2
Оборудование	Изоляция оборудования и трубопроводов, обертка пленкой, стекловолокном, уст опорных колец, окраска, установка проволочного каркаса и штырей.	494,789	0	494,789	м3	12,4
Трубопроводы	Изоляция трубопроводов цилиндрами и полуцилиндрами из минеральной ваты на синтетическом связующем 	0,082	0	0,082	м3	12,1
Трубопроводы	Изоляция арматуры и фланцев полуфутлярами из матов минераловатных прошивных 	0,015	0	0,015	м3	24,2
Засыпка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Засыпка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Засыпка - Прожекторная мачта ПМЖ-19,3 	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Засыпка - Прожекторная мачта ПМЖ-19,3 	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Засыпка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Засыпка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Засыпка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Прожекторная мачта ПМЖ-19,3 с молниеотводом	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Разработка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом» 	Разработка грунта вручную, группа грунтов 2	0	0	0	м3	1,68
Засыпка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом» 	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	м3	0,028
Разработка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Разработка грунта вручную, группа грунтов 2	0	0	0	м3	1,68
Бетонные и ж/б конструкции	Устройство бетонной подготовки из бетона В10, W4, толщиной 100мм 	0,033	0	0,033	100 м3	137
Бетонные и ж/б конструкции	Устройство бетонных фундаментов из монолитного бетона класса В15, F150, W4 на сульфатостойком портландцементе, объемом до 3 м3	0,038	0	0,038	100 м3	284
Бетонные и ж/б конструкции	Устройство железобетонных фундаментов из монолитного бетона на сульфатостойком цементе, кл.В15, F150, W4, объемом до 3м3 	0,169	0	0,169	100 м3	422
Демонтаж	Разборка бетонного покрытия площадки толщиной 100мм	0,114	0	0,114	100 м3	148
Демонтаж	Разборка фундаментов железобетонных	13,22	0	13,22	м3	4,22
Земляные работы. Обратная засыпка грунта	Обратная засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью 96 (130) кВт (л.с.), 2 группа грунтов ТЕР-2001 64	0,172	0	0,172	1000 м3	0
Земляные работы. Обратная засыпка грунта	При перемещении грунта на каждые последующие 5 м добавлять к норме 01-01-034-2 (добавить 15м) ТЕР-2001 64	0,172	0	0,172	1000 м3	0
Земляные работы. Обратная засыпка грунта	Обратная засыпка вручную пазух котлованов, группа грунтов 2	0,04	0	0,04	100 м3	168
Земляные работы. Обратная засыпка грунта	Уплотнение грунта пневматическими трамбовками, группа грунтов 1-2 	1,72	0	1,72	100 м3	16,4
Земляные работы. Разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов 3 ТЕР-2001 64	0,207	0	0,207	1000 м3	0
Земляные работы. Разработка грунта	Доработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 3 ТЕР-2001 64	0,05	0	0,05	100 м3	212
Земляные работы. Разработка грунта	Погрузка грунта на автомобили-самосвалы вручную, группа грунтов 3	0,05	0	0,05	100 м3	96,4
Земляные работы. Разработка грунта	Работа на отвале, группа грунтов 2-3	0,212	0	0,212	1000 м3	0
Земляные работы. Разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 1 (1-1,2) м3, группа грунтов 1 ТЕР-2001 64	0,176	0	0,176	1000 м3	0
Покрытие площадки	Устройство песчаной подготовки толщиной 100мм 	30,2	0	30,2	м3	0,95
Покрытие площадки	Устройство бетонных покрытий из бетона В12,5, F150, W4, толщиной 100мм 	0,302	0	0,302	100 м3	22,8
Бетонные и ж/б конструкции	Устройство бетонной подготовки из бетона В10, W4, толщиной 100мм 	0,007	0	0,007	100 м3	137
Бетонные и ж/б конструкции	Устройство бетонных фундаментов из монолитного бетона класса В15, F150, W4 на сульфатостойком портландцементе, объемом до 3 м3 	0,026	0	0,026	100 м3	284
Бетонные и ж/б конструкции	Устройство железобетонных фундаментов из монолитного бетона на сульфатостойком цементе, кл.В15, F150, W4, объемом до 3м3 	0,012	0	0,012	100 м3	422
Земляные работы. Обратная засыпка грунта	Послойное (20см) трамбование пневматическими трамбовками, группа грунтов 2	0,13	0	0,13	100 м3	16,4
Земляные работы. Обратная засыпка грунта	Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 2	0,01	0	0,01	100 м3	194
Земляные работы. Обратная засыпка грунта	При перемещении грунта на каждые последующие 5 м добавлять к норме 01-01-034-2 (добавить 15м) ТЕР-2001 64	0,013	0	0,013	1000 м3	0
Земляные работы. Обратная засыпка грунта	Обратная засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью 96 (130) кВт (л.с.), 2 группа грунтов ТЕР-2001 64	0,013	0	0,013	1000 м3	0
Земляные работы. Разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов 3 ТЕР-2001 64	0,017	0	0,017	1000 м3	0
Земляные работы. Разработка грунта	Доработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 3 ТЕР-2001 64	0,01	0	0,01	100 м3	212
Земляные работы. Разработка грунта	Погрузка грунта на автомобили-самосвалы вручную, группа грунтов 3	0,01	0	0,01	100 м3	96,4
Земляные работы. Разработка грунта	Работа на отвале, группа грунтов 3 	0,018	0	0,018	1000 м3	0
Земляные работы. Разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 1 (1-1,2) м3, группа грунтов 1 ТЕР-2001 64	0,014	0	0,014	1000 м3	0
Покрытие площадки	Устройство основания под плиты тротуарного типа из цементно-песчаной смеси сост. 1:10, толщ.50мм 	0,9	0	0,9	м3	0,137
Теплоизоляция оборудования	Изоляция оборудования и трубопроводов, обертка пленкой, стекловолокном, уст опорных колец, окраска, установка проволочного каркаса и штырей.	0,3524	0	0,3524	м3	12,4
Теплоизоляция трубопроводов	Изоляция оборудования и трубопроводов, обертка пленкой, стекловолокном, уст опорных колец, окраска, установка проволочного каркаса и штырей.	0,12	0	0,12	м3	12,4
Земляные работы. разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 1	0,082	0	0,082	1000 м3	0
Земляные работы. разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 3	0,779	0	0,779	1000 м3	0
Земляные работы. разработка грунта	Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 3. Доработка вручную, зачистка дна и стенок с выкидкой грунта в котлованах и траншеях, разработанных механ	0,65	0	0,65	100 м3	212
Земляные работы. разработка грунта	Погрузка грунта на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 2 	0,065	0	0,065	1000 м3	0
Земляные работы. разработка грунта	Разработка грунта с погрузкой на автомобили-самосвалы экскаваторами с ковшом вместимостью 1 (1-1,2) м3, группа грунтов 1	0,854	0	0,854	1000 м3	0
Земляные работы. разработка грунта	Работа на отвале, группа грунтов 2-3	0,926	0	0,926	1000 м3	0
Земляные работы. обратная засыпка грунта	Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью 96 кВт (130 л.с.), группа грунтов 2 ТЕР-2001 64	0,789	0	0,789	1000 м3	0
Земляные работы. обратная засыпка грунта	Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 1	0,65	0	0,65	100 м3	138
Земляные работы. обратная засыпка грунта	Уплотнение грунта пневматическими трамбовками, группа грунтов 1-2 	7,89	0	7,89	100 м3	16,4
Бетонные и ж/б конструкции	Устройство бетонной подготовки В10 	0,03	0	0,03	100 м3	137
Бетонные и ж/б конструкции	Устройство фундаментных плит железобетонных плоских В15 	0,2	0	0,2	100 м3	210
Бетонные и ж/б конструкции	Устройство бетонной подготовки В10 	0,004	0	0,004	100 м3	137
Бетонные и ж/б конструкции	Устройство бетонных фундаментов общего назначения под колонны объемом до 3 м3 	0,011	0	0,011	100 м3	284
Прочие работы. устройство покрытия	Устройство подстилающих и выравнивающих слоев оснований из пескоцементной смеси	0,027	0	0,027	100 м3	13,7
Прочие работы. устройство покрытия	Устройство местных заделок из бетона В15	0,003	0	0,003	100 м3	422
Изоляция	Установка металлических опорных колец и разгружающих устройств, диаметр трубопровода до 38 мм ТЕР-2001 64	2,31	0	2,31	м3	25,8
Изоляционные работы.  водопровод производственно-противопожарный в2	Изоляция трубопроводов матами минераловатными марок 75, 100, плитами минераловатными на синтетическом связующем марки 75 ТЕР-2001 64	0,22	0	0,22	м3	11,4
ДОП работы	Разборка: бетонных фундаментов	23,85	0	23,85	м3	4,22
жб фундаменты под площадки. км1	Устройство бетонных фундаментов общего назначения под колонны объемом до 3 м3 ТЕР-2001 64	0,05	0	0,05	100 м3	284
жб фундаменты под площадки. км1	Устройство бетонной подготовки	0,002	0	0,002	100 м3	137
жб фундаменты под площадки. км1	Устройство бетонных фундаментов общего назначения объемом до 5 м3 ТЕР-2001 64	0,0085	0	0,0085	100 м3	224
жб фундаменты под площадки. км1	Устройство железобетонных фундаментов общего назначения объемом до 5 м3 ТЕР-2001 64	0,02	0	0,02	100 м3	362
Бетонные и ж/б конструкции	Устройство бетонной подготовки В10 ТЕР-2001 64	0,008	0	0,008	100 м3	137
Бетонные и ж/б конструкции	Устройство железобетонных фундаментов общего назначения под колонны объемом до 25 м3 	0,168	0	0,168	100 м3	284
Земляные работы. обратная засыпка грунта. оф	Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью 96 кВт (130 л.с.), группа грунтов 1 ТЕР-2001 64	0,016	0	0,016	1000 м3	0
Земляные работы. разработка грунта	Разработка грунта в отвал экскаваторами "драглайн" или "обратная лопата" с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 1 ТЕР-2001 64	0,033	0	0,033	1000 м3	0
Земляные работы. разработка грунта	Перемещение грунта до 30 м бульдозером 130 л.с. ТЕР-2001 64	0,017	0	0,017	1000 м3	0
Земляные работы. разработка грунта	Разработка грунта в отвал экскаваторами "драглайн" или "обратная лопата" с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 3 ТЕР-2001 64	0,986	0	0,986	1000 м3	0
Земляные работы. разработка грунта	Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 3. Доработка вручную, зачистка дна и стенок с выкидкой грунта в котлованах и траншеях, разработанных механ	0,001	0	0,001	100 м3	212
Земляные работы. разработка грунта	Погрузка грунта на автомобили-самосвалы экскаваторами с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 3 ТЕР-2001 64	0,017	0	0,017	1000 м3	0
Земляные работы. кспхг	Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 2 ТЕР-2001 64	0,26	0,127901	0,132099	100 м3	168
Земляные работы. кспхг	Разработка траншей экскаватором «обратная лопата» с ковшом вместимостью 0,25 м3, группа грунтов 2	0,84	0,30777	0,53223	1000 м3	0
Земляные работы. кспхг	Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 2	0,43	0,43	0	100 м3	194
Земляные работы. кспхг	Засыпка экскаватором траншей, котлованов, ям	0,821	0,3941	0,4269	1000 м3	0
Монтажные работы. внутриплощадочные сети. дс	Прокладка кабеля или провода питания на провододержателях сечением 6 мм2	0,3	0	0,3	м3	12,4
Подготовительные работы. скважина 50м. кспхг	Разработка грунта с перемещением до 10 м бульдозерами мощностью 59 кВт (80 л.с.), группа грунтов 2	0,075	0	0,075	1000 м3	0
Подготовительные работы. скважина 50м. кспхг	При перемещении грунта на каждые последующие 10 м добавлять к норме 01-01-030-02	0,075	0	0,075	1000 м3	0
Подготовительные работы. скважина 50м. кспхг	Рытье котованов под якоря оттяжек,грунт 2 гр.	0,0288	0	0,0288	100 м3	168
Подготовительные работы. скважина 50м. кспхг	Засыпка котлованов под якоря оттяжек,грунт 3 гр.	0,0288	0	0,0288	100 м3	212
Земляные  работы. разработка грунта	Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 2	0,0048	0	0,0048	100 м3	168
Земляные  работы. разработка грунта	Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 2	0	0	0	100 м3	168
Земляные  работы. разработка грунта	Разработка траншей экскаватором «обратная лопата» с ковшом вместимостью 0,25 м3, группа грунтов 2	0,02352	0	0,02352	1000 м3	0
Земляные работы. засыпка грунта	Обратная засыпка грунта экскаватором с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 2	0,02352	0	0,02352	1000 м3	0
Земляные работы. засыпка грунта	Обратная засыпка грунта экскаватором с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 2	0	0	0	1000 м3	0
Земляные работы. засыпка грунта	Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 2	0,0048	0	0,0048	100 м3	194
Кабельные линии	Устройство основания под трубопроводы песчаного	3,78	0	3,78	10 м3	9,5
Земляные работы. разработка грунта	Разработка грунта вручную в траншеях глубиной до 2 м без креплений с откосами, группа грунтов 2	0,3052	0	0,3052	100 м3	168
Земляные работы. разработка грунта	Разработка грунта в отвал экскаваторами "драглайн" или "обратная лопата" с ковшом вместимостью 0,25 м3, группа грунтов 2	1,49548	0	1,49548	1000 м3	0
Земляные работы. засыпка грунта	Засыпка вручную траншей, пазух котлованов и ям, группа грунтов 2	0,3052	0	0,3052	100 м3	194
Земляные работы. засыпка грунта	Засыпка грунта  экскаватором с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов 2	1,49548	0	1,49548	1000 м3	0
Анодные заземления	Устройство бетонных фундаментов общего назначения под колонны объемом до 3 м3	0,018	0	0,018	100 м3	4,22
