"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 250 мм ТЕР-2001 64	0,033	0	0,033	100 м2	24,5
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,6 мм, диаметром до 355 мм ТЕР-2001 64	0,025	0	0,025	100 м2	24,5
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, периметром до 2400 мм ТЕР-2001 64	0,086	0	0,086	100 м2	16,4
Монтаж приборов. Отопление и теплоснабжение	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза 8,81+1,47+4,29+9,83-гр.4 ТЕР-2001 64	0,244	0	0,244	100 м2	20,6
Огнезащита. Вентиляция	Огнезащитное покрытие металлоконструкций воздуховодов приточно-вытяжных систем составом "Файрекс-300" с пределом огнестойкости 1,0 час ТЕР-2001 64	0,292	0	0,292	100 м2	28,6
Огнезащита. Вентиляция	Огнезащитная пропитка ковровых изделий, тканей, занавесей составом "КЛОД-02" ТЕР-2001 64	0,007	0	0,007	100 м2	6,45
Огнезащита. Вентиляция	Покрытие поверхности изоляции трубопроводов стеклотканью НПГ-240С ТЕР-2001 64	0,206	0	0,206	100 м2	39,6
Огнезащита. Вентиляция	Окраска металлических поверхностей краской МА-15 темно-серой ТЕР-2001 64	0,35	0	0,35	100 м2	10,3
Огнезащита. Вентиляция	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,5016	0	0,5016	100 м2	11
Огнезащита. Вентиляция	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой ТЕР-2001 64	0,6533	0	0,6533	100 м2	10,3
Окраска трубопроводов. Отопление и теплоснабжение	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,0383	0	0,0383	100 м2	11
Окраска трубопроводов. Отопление и теплоснабжение	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 1+18,85+1,88+0,34+3,32+0,7+0,74+1,79+0,14-гр.4 ТЕР-2001 64	0,2876	0	0,2876	100 м2	11
Окраска трубопроводов. Отопление и теплоснабжение	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	0,2876	0	0,2876	100 м2	20,6
Окраска трубороводов. Приточные установки	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 3,52+7,78+1,97-гр.4 ТЕР-2001 64	0,1327	0	0,1327	100 м2	11
Окраска трубороводов. Приточные установки	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,01	0	0,01	100 м2	11
Окраска трубороводов. Приточные установки	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	0,01	0	0,01	100 м2	20,6
Теплоизоляция. Отопление и теплоснабжение	Изоляция плоских и криволинейных поверхностей пластинами (плитами) из вспененного каучука ("Армофлекс"), вспененного полиэтилена ("Термофлекс") ТЕР-2001 64	0,6	0	0,6	10 м2	14,2
Лестницы,площадки,ограждения 	Устройство изоляции слоем битумного праймера ТЕР 64	0,01	0	0,01	100 м2	3,4
Лестницы,площадки,ограждения 	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза ТЕР 64	0,01	0	0,01	100 м2	39
Лестницы,площадки,ограждения 	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР 64	0,5	0	0,5	100 м2	11
Лестницы,площадки,ограждения 	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза ТЕР 64	0,5	0	0,5	100 м2	20,6
Металлические конструкции	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР 64	0,33	0	0,33	100 м2	11
Металлические конструкции	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза ТЕР 64	0,33	0	0,33	100 м2	20,6
Ограждение площадки	Устройство изоляции слоем битумного праймера	0,16	0	0,16	100 м2	3,4
Ограждение площадки	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза	0,16	0	0,16	100 м2	39
Ограждение площадки	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021	0,46	0	0,46	100 м2	11
Ограждение площадки	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза	0,46	0	0,46	100 м2	20,6
Покрытие площадки	Установка пароизоляционного слоя из пленки полиэтиленовой ТЕР 64	1,08	0	1,08	100 м2	5,12
Покрытие площадки	Покрытие площадки из сборных бетонных плит тротуарного типа 6К7 из бетона В22,5 на сульфатостойком портландцементе с заполнением швов цементно-песчаной смесью состава 1:10 ТЕР 64	0,128	0	0,128	100 м2	18,5
Фундаменты Фм1,Фм1	Устройство подливки из бетона В15 толщиной 20 мм ТЕР 64	0,003	0	0,003	100 м2	28
Фундаменты Фм1,Фм1	На каждые 10 мм изменения толщины добавлятьисключать ТЕР 64	0,003	0	0,003	100 м2	4,4
Фундаменты Фм1,Фм1	Устройство изоляции слоем битумного праймера ТЕР 64	0,21	0	0,21	100 м2	3,4
Фундаменты Фм1,Фм1	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза ТЕР 64	0,21	0	0,21	100 м2	39
Фундаменты Фм1,Фм1	Устройство изоляции слоем битумного праймера ТЕР 64	0,27	0	0,27	100 м2	3,4
Фундаменты Фм1,Фм1	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза ТЕР 64	0,27	0	0,27	100 м2	39
Бетонные и ж/б конструкции	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза 	1,25	1,25	0	100 м2	39
Бетонные и ж/б конструкции	Устройство изоляции слоем битумного праймера 	1,25	1,25	0	100 м2	3,4
Покрытие площадки	Покрытие площадки из сборных бетонных плит тротуарного типа 6К7 из бетона В7,5,W4 с заполнением швов цементно-песчаной смесью состава 1:10	12,2	12,2	0	100 м2	18,5
Окраска "СПЕЦПРОТЕКТ"(АС)	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	165	0	165	м2	0,38
Окраска "СПЕЦПРОТЕКТ"(АС)	Очистка поверхности щетками ТЕР-2001 64	4	0	4	м2	0,17
Окраска "СПЕЦПРОТЕКТ"(АС)	Обеспыливание поверхности ТЕР-2001 64	170	170	0	м2	0,017
Окраска "СПЕЦПРОТЕКТ"(АС)	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	1,7	0	1,7	100 м2	6,5
Окраска "СПЕЦПРОТЕКТ"(АС)	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм ТЕР-2001 64	1,7	0	1,7	100 м2	12
Окраска "СПЕЦПРОТЕКТ"(АС)	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм ТЕР-2001 64	1,7	0	1,7	100 м2	18
Окраска "СПЕЦПРОТЕКТ" АС1	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	623	0	623	м2	0,38
Окраска "СПЕЦПРОТЕКТ" АС1	Очистка поверхности щетками ТЕР-2001 64	16	0	16	м2	0,17
Окраска "СПЕЦПРОТЕКТ" АС1	Обеспыливание поверхности ТЕР-2001 64	639	639	0	м2	0,017
Окраска "СПЕЦПРОТЕКТ" АС1	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	6,39	0	6,39	100 м2	6,5
Окраска "СПЕЦПРОТЕКТ" АС1	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм ТЕР-2001 64	6,39	0	6,39	100 м2	12
Окраска "СПЕЦПРОТЕКТ" АС1	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм ТЕР-2001 64	6,39	0	6,39	100 м2	18
Окраска Армокотом	Очистка кварцевым песком наружных поверхностей	23,7	23,38	0,32	м2	0,32
Окраска Армокотом	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом (норма ГЭСН)	0,237	0,233	0,004	100 м2	8,4
Окраска Армокотом	Окраска трубопроводов грунтовкой Армокот 01 с предварительной абразивной очисткой 	0,237	0,233	0,004	100 м2	11
Изоляция	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	0,6493	0	0,6493	100 м2	84,3
Спецстройработы	Очистка поверхности щетками	2	0	2	м2	0,17
Спецстройработы	Обеспыливание поверхности (входит в норму окраски)	2	2	0	м2	0
Спецстройработы	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом 	0,0175	0	0,0175	100 м2	6,5
Спецстройработы	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом	4,7205	0	4,7205	100 м2	8,4
Спецстройработы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119	0,02	0	0,02	100 м2	0,11
Спецстройработы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119	0,02	0	0,02	100 м2	0,11
Спецстройработы	Окраска металлических огрунтованных поверхностей эмалью ПФ-115  за 2 раза	0,02	0	0,02	100 м2	20,6
Оборудование	Обертка поверхности изоляции рубероидом на битуме два раза	126,7132	0	126,7132	100 м2	48,5
Оборудование	Обертка поверхности изоляции рубероидом на битуме один раз	129,7313	0	129,7313	100 м2	26,4
Оборудование	Оштукатуривание поверхности изоляции аппаратов асбоцементным раствором 	129,7313	0	129,7313	100 м2	68,4
Оборудование	Окраска внутренней поверхности алюминиевого покрытия лаком БТ-577 за 1 раз	51,1447	0	51,1447	100 м2	8,45
Трубопроводы	Покрытие поверхности изоляции трубопроводов сталью оцинкованной толщ.0,5мм	0,023	0	0,023	100 м2	84,3
Трубопроводы	Обертка поверхности изоляции рубероидом на битуме два раза	0,0285	0	0,0285	100 м2	48,5
Трубопроводы	Обертка поверхности изоляции рубероидом на битуме один раз 	0,0343	0	0,0343	100 м2	26,4
Трубопроводы	Оштукатуривание поверхности изоляции аппаратов асбоцементным раствором	0,0343	0	0,0343	100 м2	68,4
Трубопроводы	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа толщ. 0,8мм 	0,0053	0	0,0053	100 м2	124
Трубопроводы	Окраска опознавательных колец за два раза 	0,0012	0	0,0012	100 м2	10,3
Монтаж систем вентиляции	Прокладка воздуховодов 	0,36	0	0,36	100 м2	24,5
Спецстройработы	Масляная окраска металлических поверхностей больших (кроме кровель), за 2 раза	5	0	5	100 м2	14,1
Спецстройработы	Очистка поверхности щетками	28,5	0	28,5	м2	0,17
Спецстройработы	Обеспыливание поверхности (входит в норму окраски)	28,5	28,5	0	м2	0
Спецстройработы	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом (норма ГЭСН)	0,285	0	0,285	100 м2	8,4
Спецстройработы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 (трубопроводов в 1й слой) 	0,285	0	0,285	100 м2	11
Спецстройработы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 (трубопроводов в 2й слой) 	0,285	0	0,285	100 м2	0,48
Спецстройработы	Окраска металлических огрунтованных поверхностей эмалью ПФ-115, 2 слоя 	0,285	0	0,285	100 м2	20,6
Демонтаж - Прожекторная мачта ПМС-29,3	Демонтаж отмостки и  основания	9	0	9	м2	0,24
Отмостка - Прожекторная мачта ПМС-29,3	Устройство отмостки	9	0	9	м2	1,38
Окраска - Прожекторная мачта ПМС-29,3	Окраска металлоконструкций	0	0	0	м2	0,14
Демонтаж - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Демонтаж покрытий из мелкозернистого асфальтобетона	0,6615	0	0,6615	м2	0,12
Отмостка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Устройство отмостки	0	0	0	м2	1,38
Демонтаж - Прожекторная мачта ПМЖ-19,3 	Демонтаж покрытий из мелкозернистого асфальтобетона	0	0	0	м2	0,12
Отмостка - Прожекторная мачта ПМЖ-19,3 	Устройство отмостки	1	0	1	м2	1,38
Демонтаж - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Демонтаж покрытий из мелкозернистого асфальтобетона	0	0	0	м2	0,12
Отмостка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Устройство отмостки	1	0	1	м2	1,38
Прожекторная мачта ПМЖ-19,3 с молниеотводом	Демонтаж покрытий из мелкозернистого асфальтобетона	0	0	0	м2	0,12
Отмостка - Прожекторная мачта ПМЖ-19,3 с молниеотводом	Устройство отмостки	0	0	0	м2	1,38
Демонтаж - «Молниеотвод МС-37» 	Демонтаж отмостки и  основания	1	0	1	м2	0,24
Отмостка - «Молниеотвод МС-37» 	Устройство отмостки	0	0	0	м2	1,38
Окраска -«Молниеотвод МС-37» 	Окраска металлоконструкций	0	0	0	м2	0,14
Демонтаж -  «Молниеотвод МС-31,7»        	Демонтаж отмостки и  основания	0	0	0	м2	0,24
Отмостка -  «Молниеотвод МС-31,7»        	Устройство отмостки	0	0	0	м2	1,38
Окраска - «Молниеотвод МС-31,7»        	Окраска металлоконструкций	0	0	0	м2	0,14
Демонтаж - «Прожекторноая мачта ПМС-29,3 с молниеотводом»	Демонтаж конструкций металлических	0	0	0	м2	0,11
Монтаж - «Прожекторноая мачта ПМС-29,3 с молниеотводом»	Монтаж конструкций металлических	0	0	0	м2	0,22
Окраска - «Прожекторноая мачта ПМС-29,3 с молниеотводом»	Окраска металлоконструкций	0	0	0	м2	0,14
Демонтаж - «Молниеотвод МС-37» 	Демонтаж отмостки и  основания	1	0	1	м2	0,24
Отмостка - «Молниеотвод МС-37» 	Устройство отмостки	0	0	0	м2	1,38
Окраска - «Молниеотвод МС-37» 	Окраска металлоконструкций	0	0	0	м2	0,14
Демонтаж - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом» 	Демонтаж отмостки и  основания	0	0	0	м2	0,24
Отмостка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом» 	Устройство отмостки	0	0	0	м2	1,38
Демонтаж - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Демонтаж отмостки и  основания	0	0	0	м2	0,24
Отмостка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Устройство отмостки	1	0	1	м2	1,38
Демонтаж - «Прожекторноая мачта ПМЖ-22,8 с молниеотводом»	Демонтаж отмостки и  основания	0	0	0	м2	0,24
Отмостка - «Прожекторноая мачта ПМЖ-22,8 с молниеотводом»	Устройство отмостки	0	0	0	м2	1,38
Окраска - «Прожекторноая мачта ПМЖ-22,8 с молниеотводом»	Окраска металлоконструкций	0	0	0	м2	0,14
Демонтаж - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Демонтаж мачты	0	0	0	м2	18,4
Засыпка - «Прожекторноая мачта ПМЖ-19,3 с молниеотводом»	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	1	0	1	100 м2	0,028
Бетонные и ж/б конструкции	Устройство подливки из бетона кл.В20, F150 толщиной 20 мм (70мм) 	0,09	0	0,09	100 м2	28
Бетонные и ж/б конструкции	На каждые 10 мм изменения толщины добавлять 50мм	0,09	0	0,09	100 м2	0,22
Бетонные и ж/б конструкции	Огрунтовка фундаментов праймером 	1,57	0	1,57	100 м2	3,4
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя	1,57	0	1,57	100 м2	0,39
Окраска	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	161	0	161	м2	0,38
Окраска	Очистка поверхности щетками	4,1	0	4,1	м2	0,17
Окраска	Обеспыливание поверхности	165	0	165	м2	0,017
Окраска	Обезжиривание металлических поверхностей растворителем Р5 	1,65	0	1,65	100 м2	6,5
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм	1,65	0	1,65	100 м2	12
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм 	1,65	0	1,65	100 м2	18
Окраска арматуры	Нанесение химической смывки СП-6 за 1 раз ТЕР-2001 64	0,171	0	0,171	100 м2	31,2
Окраска арматуры	Очистка гидропескоструйным аппаратом, водой за 2 раза ТЕР-2001 64	17,1	0	17,1	м2	0,48
Окраска арматуры	Искусственная сушка ТЕР-2001 64	0,171	0	0,171	100 м2	6,15
Окраска арматуры	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом(нанесение преобразователя ржавчины Анкор-1) ТЕР-2001 64	0,171	0	0,171	100 м2	8,4
Окраска арматуры	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	0,171	0	0,171	100 м2	6,5
Окраска арматуры	Обеспыливание поверхности (входит в норму окраски)	17,1	0	17,1	м2	0
Окраска арматуры	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм) ТЕР-2001 64	0,171	0	0,171	100 м2	12
Окраска арматуры	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз ТЕР-2001 64	0,171	0	0,171	100 м2	11
Окраска арматуры	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,171	0	0,171	100 м2	10,3
Окраска трубопроводов	Нанесение химической смывки СП-6 за 1 раз ТЕР-2001 64	0,045	0	0,045	100 м2	31,2
Окраска трубопроводов	Очистка гидропескоструйным аппаратом, водой за 2 раза ТЕР-2001 64	4,5	0	4,5	м2	0,48
Окраска трубопроводов	Искусственная сушка ТЕР-2001 64	0,045	0	0,045	100 м2	6,15
Окраска трубопроводов	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом(нанесение преобразователя ржавчины Анкор-1) ТЕР-2001 64	0,045	0	0,045	100 м2	8,4
Окраска трубопроводов	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	0,045	0	0,045	100 м2	6,5
Окраска трубопроводов	Обеспыливание поверхности (входит в норму окраски)	4,5	0	4,5	м2	0
Окраска трубопроводов	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм) ТЕР-2001 64	0,045	0	0,045	100 м2	12
Окраска трубопроводов	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз ТЕР-2001 64	0,045	0	0,045	100 м2	11
Окраска трубопроводов	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз ТЕР-2001 64	0,045	0	0,045	100 м2	10,3
Окраска трубопроводов	Нанесение химической смывки СП-6 за 1 раз ТЕР-2001 64	0,3434	0	0,3434	100 м2	31,2
Окраска трубопроводов	Очистка гидропескоструйным аппаратом, водой за 2 раза ТЕР-2001 64	34,34	0	34,34	м2	0,48
Окраска трубопроводов	Искусственная сушка ТЕР-2001 64	0,3434	0	0,3434	100 м2	6,15
Окраска трубопроводов	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом(нанесение преобразователя ржавчины Анкор-1) ТЕР-2001 64	0,3434	0	0,3434	100 м2	8,4
Окраска трубопроводов	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	0,3434	0	0,3434	100 м2	6,5
Окраска трубопроводов	Обеспыливание поверхности (входит в норму окраски)	34,34	0	34,34	м2	0
Окраска трубопроводов	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм) 	0,3434	0	0,3434	100 м2	12
Окраска трубопроводов	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	0,3434	0	0,3434	100 м2	11
Окраска трубопроводов	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,3434	0	0,3434	100 м2	10,3
Бетонные и ж/б конструкции	Устройство подливки из бетона кл.В20, F150 толщиной 20 мм (70мм) ТЕР-2001 64	0,0286	0	0,0286	100 м2	28
Бетонные и ж/б конструкции	На каждые 10 мм изменения толщины добавлять 50мм ТЕР-2001 64	0,0286	0	0,0286	100 м2	0,22
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя	0,23	0	0,23	100 м2	0,39
Окраска	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	43	0	43	м2	0,38
Окраска	Очистка поверхности щетками	1,1	0	1,1	м2	0,17
Окраска	Обеспыливание поверхности	44	0	44	м2	0,017
Окраска	Обезжиривание металлических поверхностей растворителем Р5 	0,44	0	0,44	100 м2	6,5
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм	0,44	0	0,44	100 м2	12
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм 	0,44	0	0,44	100 м2	18
Покрытие площадки	Устройство покрытия из тротуарных плит, марка 6К7 по цементно-песчаной смеси состава 1:10, толщ.50мм ТЕР-2001 64	0,185	0	0,185	100 м2	18,5
Окраска арматуры	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз	0,019	0	0,019	100 м2	12
Окраска арматуры	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	0,019	0	0,019	100 м2	11
Окраска арматуры	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,019	0	0,019	100 м2	10,3
Окраска трубопроводов	Очистка поверхности щетками	1,07	0	1,07	м2	0,17
Окраска трубопроводов	Обеспыливание поверхности (входит в норму окраски)	1,07	0	1,07	м2	0
Окраска трубопроводов	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом 	0,0107	0	0,0107	100 м2	6,5
Окраска трубопроводов	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз	0,0107	0	0,0107	100 м2	12
Окраска трубопроводов	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	0,0107	0	0,0107	100 м2	11
Окраска трубопроводов	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз 	0,0107	0	0,0107	100 м2	10,3
Теплоизоляция оборудования	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия 	0,0947	0	0,0947	100 м2	84,3
Теплоизоляция оборудования	Изготовление и установка на люках и фланцевых соединениях (ду>500) кожухов из оцинкованного листа марки толщиной 1мм ТЕР-2001 64	0,0001	0	0,0001	100 м2	124
Теплоизоляция оборудования	Окраска металлических огрунтованных поверхностей краской БТ-577 серебристой 	0,0154	0	0,0154	100 м2	10,3
Теплоизоляция оборудования	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ ТЕР-2001 64	0,0294	0	0,0294	100 м2	54,8
Теплоизоляция оборудования	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных ТЕР-2001 64	0,0201	0	0,0201	100 м2	39,6
Теплоизоляция трубопроводов	Изготовление и установка по поверхности изоляции трубопровода покрытия из оцинкованного листа толщ.0,5	0,025	0	0,025	100 м2	84,3
Теплоизоляция трубопроводов	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа толщ. 0,8мм ТЕР-2001 64	0,0129	0	0,0129	100 м2	124
Теплоизоляция трубопроводов	Окраска металлических огрунтованных поверхностей краской БТ-577 серебристой 	0,0012	0	0,0012	100 м2	10,3
Окраска	Окраска металлических огрунтованных поверхностей эмалью ХВ-124	0,1	0	0,1	100 м2	16,8
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ФЛ-03К	0,1	0	0,1	100 м2	9,4
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная праймером	0,202	0	0,202	100 м2	0,034
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя по выровненной поверхности бутовой кладки, кирпичу, бетону 	0,202	0	0,202	100 м2	39
Бетонные и ж/б конструкции	Устройство подливки толщиной 100 мм	0,006	0	0,006	100 м2	28
Бетонные и ж/б конструкции	На каждые 10 мм изменения толщины добавлять или исключать к расценке 06-01-013-01 ТЕР-2001 64	0,006	0	0,006	100 м2	0,352
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная праймером 	0,072	0	0,072	100 м2	3,4
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя по выровненной поверхности бутовой кладки, кирпичу, бетону 	0,072	0	0,072	100 м2	39
Прочие работы. устройство покрытия	Устройство бетонных плитных тротуаров с заполнением швов цементным раствором 	0,538	0	0,538	100 м2	18,5
Ораска спецпротектом	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 	39	0	39	м2	0,38
Ораска спецпротектом	Очистка поверхности щетками	1	0	1	м2	0,17
Ораска спецпротектом	Обеспыливание поверхности (входит в норму окраски)	40,5	0	40,5	м2	0
Ораска спецпротектом	Обезжиривание металлических поверхностей растворителем Р5 	0,405	0	0,405	100 м2	6,5
Ораска спецпротектом	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм 	0,473	0	0,473	100 м2	12
Ораска спецпротектом	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм 	0,473	0	0,473	100 м2	18
Изоляция	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	0,0128	0	0,0128	100 м2	84,3
Изоляция	Устройство на трубопроводах каркаса изоляции из проволоки ТЕР-2001 64	0,003	0	0,003	100 м2	41,2
Окраска АРМОКОТОМ	Очистка поверхности щетками	0,552	0	0,552	м2	0,17
Окраска АРМОКОТОМ	Обеспыливание поверхности (входит в норму окраски)	0,552	0	0,552	м2	0
Окраска АРМОКОТОМ	Обезжиривание металлических поверхностей растворителем Р5	0,00552	0	0,00552	100 м2	6,5
Окраска АРМОКОТОМ	Огрунтовка поверхностей за 1 раз грунтовкой "Армокот 01"	0,00552	0	0,00552	100 м2	11
Изоляционные работы.  водопровод производственно-противопожарный в2	Покрытие поверхности изоляции трубопроводов стеклопластиками РСТ, тканями стеклянными ТЕР-2001 64	0,068	0	0,068	100 м2	39,6
Окраска.  водопровод производственно-противопожарный в2	Масляная окраска металлических поверхностей решеток, переплетов, труб диаметром менее 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,056	0	0,056	100 м2	24,5
Окраска.  водопровод производственно-противопожарный в2	Масляная окраска металлических поверхностей стальных балок, труб диаметром более 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,394	0	0,394	100 м2	14,1
Окраска.  водопровод производственно-противопожарный в2	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,45	0	0,45	100 м2	11
