"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Тепло из трубопроводы	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных ТЕР-2001 64	0,3349	0,0000	0,3349	100 м2	39,6000
Арматура и трубопроводы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 23,28+1,79+0,48+1,2+2,98+12,8+0,42+6,94+2,01+0,95+0,42-гр.4 ТЕР-2001 64	0,5327	0,0000	0,5327	100 м2	11,0000
Арматура и трубопроводы	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	0,5327	0,0000	0,5327	100 м2	20,6000
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	2,0000	0,0000	2,0000	м2	0,6200
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	4,0000	0,0000	4,0000	м2	0,6200
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	2,0000	0,0000	2,0000	м2	0,6200
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	2,0000	0,0000	2,0000	м2	0,6200
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	2,0000	0,0000	2,0000	м2	0,6200
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, периметром 4000 мм ТЕР-2001 64	0,0480	0,0000	0,0480	100 м2	31,2000
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, периметром до 3200 мм ТЕР-2001 64	0,0640	0,0000	0,0640	100 м2	28,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром 900 мм ТЕР-2001 64	0,0050	0,0000	0,0050	100 м2	16,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм (на высоте 4м) ТЕР-2001 64	0,0900	0,0000	0,0900	100 м2	13,8000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 450 мм (на высоте 4м) ТЕР-2001 64	0,1000	0,0000	0,1000	100 м2	21,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм (на высоте 4м) ТЕР-2001 64	0,0900	0,0000	0,0900	100 м2	13,8000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром до 800 мм (на высоте 4м) ТЕР-2001 64	0,1000	0,0000	0,1000	100 м2	13,8000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 4м) ТЕР-2001 64	0,0700	0,0000	0,0700	100 м2	21,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 4м) ТЕР-2001 64	0,1300	0,0000	0,1300	100 м2	21,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 250 мм (на высоте 4м) ТЕР-2001 64	0,0350	0,0000	0,0350	100 м2	24,5000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 4м) ТЕР-2001 64	0,0300	0,0000	0,0300	100 м2	24,5000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром до 800 мм (на высоте 5м) ТЕР-2001 64	0,0900	0,0000	0,0900	100 м2	13,8000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 450 мм (на высоте 5м) ТЕР-2001 64	0,0600	0,0000	0,0600	100 м2	21,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм (на высоте 5м) ТЕР-2001 64	0,0700	0,0000	0,0700	100 м2	13,8000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 5м) ТЕР-2001 64	0,0100	0,0000	0,0100	100 м2	24,5000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм (на высоте 5м) ТЕР-2001 64	0,0500	0,0000	0,0500	100 м2	13,8000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 5м) ТЕР-2001 64	0,1000	0,0000	0,1000	100 м2	21,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 450 мм (на высоте 5м) ТЕР-2001 64	0,0250	0,0000	0,0250	100 м2	21,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 5м) ТЕР-2001 64	0,0300	0,0000	0,0300	100 м2	24,5000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром до 2400 мм (на высоте 5м) ТЕР-2001 64	0,0250	0,0000	0,0250	100 м2	16,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром от 1100 до 1600 мм (на высоте 5м) ТЕР-2001 64	0,0120	0,0000	0,0120	100 м2	16,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром от 1100 до 1600 мм (на высоте 5м) ТЕР-2001 64	0,0100	0,0000	0,0100	100 м2	16,4000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 5м) ТЕР-2001 64	0,0350	0,0000	0,0350	100 м2	24,5000
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 6м) ТЕР-2001 64	0,0700	0,0000	0,0700	100 м2	23,5400
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 6м) ТЕР-2001 64	0,0600	0,0000	0,0600	100 м2	23,5400
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, периметром до 3200 мм (на высоте 6м) ТЕР-2001 64	0,0120	0,0000	0,0120	100 м2	31,2400
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 6м) ТЕР-2001 64	0,0100	0,0000	0,0100	100 м2	26,9500
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,5 мм, диаметром до 450 мм (на высоте 8м) ТЕР-2001 64	0,2000	0,0000	0,2000	100 м2	25,6800
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром до 2400 мм (на высоте 8м) ТЕР-2001 64	0,0100	0,0000	0,0100	100 м2	19,6800
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром до 2400 мм (на высоте 8м) ТЕР-2001 64	0,0150	0,0000	0,0150	100 м2	19,6800
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,9 мм, периметром до 3600 мм (на высоте 8м) ТЕР-2001 64	0,0400	0,0000	0,0400	100 м2	18,0400
Огнезащита	Огнезащитное покрытие металлоконструкций воздуховодов приточно-вытяжных систем составом "Файрекс-300" с пределом огнестойкости 1,0 час ТЕР-2001 64	0,2200	0,0000	0,2200	100 м2	28,6000
Огнезащита	Огнезащитная пропитка ковровых изделий, тканей, занавесей составом "КЛОД-02" ТЕР-2001 64	0,0430	0,0000	0,0430	100 м2	6,4500
Огнезащита	Покрытие поверхности изоляции трубопроводов стеклотканью НПГ-240С ТЕР-2001 64	0,2200	0,0000	0,2200	100 м2	39,6000
Огнезащита	Окраска металлических поверхностей краской МА-15 темно-серой ТЕР-2001 64	0,1111	0,0000	0,1111	100 м2	10,3000
Огнезащита	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,5000	0,0000	0,5000	100 м2	11,0000
Огнезащита	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой ТЕР-2001 64	0,8889	0,0000	0,8889	100 м2	10,3000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 0,8+2,15+0,54+4,71+1,19+1,25+0,18+1,19+2,8+0,84-гр.4 ТЕР-2001 64	0,1565	0,0000	0,1565	100 м2	11,0000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 5,37+39,39-гр.4 ТЕР-2001 64	0,4476	0,0000	0,4476	100 м2	11,0000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 0,68+0,94-гр.4 ТЕР-2001 64	0,0162	0,0000	0,0162	100 м2	11,0000
Окраска	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	0,0162	0,0000	0,0162	100 м2	20,6000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,0036	0,0000	0,0036	100 м2	11,0000
Окраска	Огрунтовка металлических поверхностей грунтовкой за 1 раз	0,2525	0,0000	0,2525	100 м2	11,0000
Приборы	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза 1,5+1,23+1,27+5,69+1,59+9,59+2,91+2,53+2,22+1,64+1,9+6,95+1,27-гр.4 ТЕР-2001 64	0,4029	0,0000	0,4029	100 м2	20,6000
Приборы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 1,04+1,02-гр.4 ТЕР-2001 64	0,0206	0,0000	0,0206	100 м2	11,0000
Приборы	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	0,0206	0,0000	0,0206	100 м2	20,6000
Теплоизоляция	Изоляция плоских и криволинейных поверхностей пластинами (плитами) из вспененного каучука ("Армофлекс"), вспененного полиэтилена ("Термофлекс") ТЕР-2001 64	0,6000	0,0000	0,6000	10 м2	14,2000
Теплоизоляция	Изоляция плоских и криволинейных поверхностей пластинами (плитами) из вспененного каучука ("Армофлекс"), вспененного полиэтилена ("Термофлекс") ТЕР-2001 64	0,3000	0,0000	0,3000	10 м2	14,2000
Теплоизоляция	Покрытие поверхности изоляции трубопроводов стеклопластиками РСТ, тканями стеклянными ТЕР-2001 64	0,9000	0,0000	0,9000	100 м2	39,6000
Теплоизоляция	Окраска металлических огрунтованных поверхностей краской МА-15 серая ТЕР-2001 64	0,0111	0,0000	0,0111	100 м2	10,3000
Теплоизоляция	Установка пароизоляционного слоя из пленки полиэтиленовой (без стекловолокнистых материалов) ТЕР-2001 64	0,0111	0,0000	0,0111	100 м2	5,1200
Теплоизоляция	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	0,0111	0,0000	0,0111	100 м2	84,3000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз 	0,3170	0,0000	0,3170	100 м2	12,0000
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз 	0,3170	0,0000	0,3170	100 м2	11,0000
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,3170	0,0000	0,3170	100 м2	10,3000
Окраска	Очистка поверхности щетками	156,6960	0,0000	156,6960	м2	0,1700
Окраска	Обеспыливание поверхности (входит в норму окраски)	156,6960	0,0000	156,6960	м2	0,0000
Окраска	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм ТЕР-2001 64	0,3206	0,0000	0,3206	100 м2	6,5000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз 	1,5669	0,0000	1,5669	100 м2	12,0000
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз 	1,5669	0,0000	1,5669	100 м2	11,0000
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	1,5669	0,0000	1,5669	100 м2	10,3000
Теплоизоляция оборудования	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия (0,8мм) 	0,5628	0,0000	0,5628	100 м2	84,3000
Теплоизоляция оборудования	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ ТЕР-2001 64	0,1856	0,0000	0,1856	100 м2	54,8000
Теплоизоляция оборудования	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных ТЕР-2001 64	0,1269	0,0000	0,1269	100 м2	39,6000
Теплоизоляция трубопроводов	Изготовление и установка по поверхности изоляции трубопровода покрытия из оцинкованного листа толщ.0,5 	1,3055	0,0000	1,3055	100 м2	84,3000
Теплоизоляция трубопроводов	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа толщ. 0,8мм ТЕР-2001 64	0,4605	0,0000	0,4605	100 м2	124,0000
Теплоизоляция трубопроводов	Окраска опознавательных колец за два раза 	0,0627	0,0000	0,0627	100 м2	10,3000
Дополнительные работы	Подготовка основания под монтаж тротуарной плитки	277,5000	0,0000	277,5000	м2	0,1250
Окраска "СПЕЦПРОТЕКТ"	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007	463,0000	0,0000	463,0000	м2	0,3800
Окраска "СПЕЦПРОТЕКТ"	Очистка поверхности щетками	11,9000	0,0000	11,9000	м2	0,1700
Окраска "СПЕЦПРОТЕКТ"	Обеспыливание поверхности (входит в норму окраски)	474,7000	0,0000	474,7000	м2	0,0000
Окраска "СПЕЦПРОТЕКТ"	Обезжиривание металлических поверхностей растворителем Р5 	4,7470	0,0000	4,7470	100 м2	6,5000
Окраска "СПЕЦПРОТЕКТ"	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм 	4,7470	0,0000	4,7470	100 м2	12,0000
Окраска "СПЕЦПРОТЕКТ"	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм	4,7470	0,0000	4,7470	100 м2	18,0000
Покрытие площадки	Покрытие площадки из сборных бетонных плит тротуароного типа 6К7 с заполнением швов цементно-песчанной смесью 1:10 ТЕР-2001 64	2,7750	0,0000	2,7750	100 м2	18,5000
Окраска	пескоструйная очистка	0,4600	0,0000	0,4600	100 м2	38,0000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021	0,1940	0,0000	0,1940	100 м2	11,0000
Окраска	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой	0,0800	0,0000	0,0800	100 м2	10,3000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021	0,2707	0,0000	0,2707	100 м2	11,0000
Окраска	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой	0,1146	0,0000	0,1146	100 м2	10,3000
Теплоизоляция трубопроводов	Покрытие поверхности изоляции трубопроводов: сталью оцинкованной 	0,3318	0,0000	0,3318	100 м2	84,3000
Теплоизоляция трубопроводов	Изоляция арматуры и фланцев съемными полуфутлярами из оцинкованного листа толщ.0,8мм ТЕР-2001 64	0,1206	0,0000	0,1206	100 м2	124,0000
Теплоизоляция трубопроводов	Устройство на трубопроводе каркаса из сетки стальной плетеной одинарной с ромбическими ячейками для защиты электрокабеля ТЕР-2001 64	0,1112	0,0000	0,1112	100 м2	41,2000
Теплоизоляция трубопроводов	Окраска опознавательных колец по поверхности изоляции трубопроводов масляной краской за 2 раза 	0,0166	0,0000	0,0166	100 м2	10,3000
Бетонные и ж/б конструкции	Устройство подливки из бетона класса В20 толщиной 20 мм (100мм) 	0,0350	0,0000	0,0350	100 м2	28,0000
Бетонные и ж/б конструкции	На каждые 10 мм изменения толщины добавлять 80мм ТЕР-2001 64	0,0350	0,0000	0,0350	100 м2	0,3520
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя 	0,2200	0,2200	0,0000	100 м2	39,0000
Укрытие	Устройство обшивки укрытия из профилированного листа 	0,2150	0,0000	0,2150	100 м2	24,0000
Укрытие	Установка металлических дверей с площадью дверного проема: до 2,5 м2 	1,6000	0,0000	1,6000	м2	1,4200
Покрытие	Устройство покрытия из тротуарных плит, марка 6К7 по цементно-песчаной смеси состава 1:10, толщ.50мм 	0,4050	0,0000	0,4050	100 м2	18,5000
Окраска "СПЕЦПРОТЕКТ"	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007	54,0000	0,0000	54,0000	м2	0,3800
Окраска "СПЕЦПРОТЕКТ"	Очистка поверхности щетками	1,4000	0,0000	1,4000	м2	0,1700
Окраска "СПЕЦПРОТЕКТ"	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом (норма ГЭСН)	0,5500	0,0000	0,5500	100 м2	8,4000
Окраска "СПЕЦПРОТЕКТ"	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм	0,5506	0,0000	0,5506	100 м2	12,0000
Окраска "СПЕЦПРОТЕКТ"	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм	0,5506	0,0000	0,5506	100 м2	18,0000
Изолировочно-окрасочные работы	Огрунтовка металлических поверхностей за один раз грунтовкой ФЛ-03К	0,1000	0,0000	0,1000	100 м2	9,4000
Изолировочно-окрасочные работы	Окраска металлических огрунтованных поверхностей эмалью ХВ-124	0,1000	0,0000	0,1000	100 м2	16,8000
Окраска арматуры, подлежащей теплоизоляции на высоте ниже 5м	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз	0,0250	0,0000	0,0250	100 м2	12,0000
Окраска арматуры, подлежащей теплоизоляции на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз	0,0250	0,0000	0,0250	100 м2	11,0000
Окраска арматуры, подлежащей теплоизоляции на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0250	0,0000	0,0250	100 м2	10,3000
Окраска арматуры на высоте ниже 5м	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз	0,0090	0,0000	0,0090	100 м2	12,0000
Окраска арматуры на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз	0,0090	0,0000	0,0090	100 м2	11,0000
Окраска арматуры на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0090	0,0000	0,0090	100 м2	10,3000
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Очистка поверхности щетками	1,1200	0,0000	1,1200	м2	0,1700
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Обеспыливание поверхности (входит в норму окраски)	1,1200	0,0000	1,1200	м2	0,0000
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,0112	0,0000	0,0112	100 м2	6,5000
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз	0,0112	0,0000	0,0112	100 м2	12,0000
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз	0,0112	0,0000	0,0112	100 м2	11,0000
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0112	0,0000	0,0112	100 м2	10,3000
Окраска трубопроводов на высоте ниже 5м	Очистка поверхности щетками	3,6900	0,0000	3,6900	м2	0,1700
Окраска трубопроводов на высоте ниже 5м	Обеспыливание поверхности (входит в норму окраски)	3,6900	0,0000	3,6900	м2	0,0000
Окраска трубопроводов на высоте ниже 5м	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,0369	0,0000	0,0369	100 м2	6,5000
Окраска трубопроводов на высоте ниже 5м	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз	0,0369	0,0000	0,0369	100 м2	12,0000
Окраска трубопроводов на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз	0,0369	0,0000	0,0369	100 м2	11,0000
Окраска трубопроводов на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0369	0,0000	0,0369	100 м2	10,3000
Теплоизоляция оборудования	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия (0,5мм) 	0,0122	0,0000	0,0122	100 м2	84,3000
Теплоизоляция оборудования	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия (0,8мм) 	0,0259	0,0000	0,0259	100 м2	84,3000
Теплоизоляция оборудования	Обертка поверхности изоляции рубероидом на битуме два раза 	0,8848	0,0000	0,8848	100 м2	48,5000
Теплоизоляция оборудования	Обертка поверхности изоляции рубероидом на битуме 	0,9068	0,0000	0,9068	100 м2	26,4000
Теплоизоляция оборудования	Оштукатуривание поверхности изоляции аппаратов асбоцементным раствором 	0,9068	0,0000	0,9068	100 м2	68,4000
Теплоизоляция. Трубопроводы	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа (толщ. 0,5мм) 	0,0265	0,0000	0,0265	100 м2	124,0000
Иозляция	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	0,0828	0,0000	0,0828	100 м2	84,3000
Иозляция	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ ТЕР-2001 64	2,0000	0,0000	2,0000	100 м2	54,8000
Окраска Армокотом	Огрунтовка поверхностей за 1 раз грунтовкой "Армокот 01	0,0205	0,0000	0,0205	100 м2	11,0000
Железобетонное каре Фкм1	Гидроизоляция боковой поверхности составом Пенетрон ТЕР-2001 64	0,8600	0,0000	0,8600	100 м2	65,4000
Железобетонное каре Фкм1	Устройство изоляции слоем битумного праймера ТЕР-2001 64	0,2800	0,0000	0,2800	100 м2	3,4000
Железобетонное каре Фкм1	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза ТЕР-2001 64	0,2800	0,0000	0,2800	100 м2	39,0000
Окраска металлоконструкций	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	40,0000	0,0000	40,0000	м2	0,3800
Окраска металлоконструкций	Очистка поверхности щетками ТЕР-2001 64	1,0000	0,0000	1,0000	м2	0,1700
Окраска металлоконструкций	Обеспыливание поверхности ТЕР-2001 64	41,0300	0,0000	41,0300	м2	0,0170
Окраска металлоконструкций	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	0,4103	0,0000	0,4103	100 м2	6,5000
Окраска металлоконструкций	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм ТЕР-2001 64	0,4103	0,0000	0,4103	100 м2	12,0000
Окраска металлоконструкций	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм ТЕР-2001 64	0,4103	0,0000	0,4103	100 м2	18,0000
Покрытие площадки	Покрытие площадки из сборных бетонных плит тротуароного типа 6К7 с заполнением швов цементно-песчанной смесью 1:10 ТЕР-2001 64	0,5000	0,0000	0,5000	100 м2	18,5000
Окраска	Нанесение химической смывки СП-6 за 1 раз 	0,0951	0,0000	0,0951	100 м2	31,2000
Окраска	Очистка гидропескоструйным аппаратом, водой за 2 раза 	9,5100	0,0000	9,5100	м2	0,4800
Окраска	Искусственная сушка	0,0951	0,0000	0,0951	100 м2	6,1500
Окраска	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом(нанесение преобразователя ржавчины Анкор-1) 	0,0951	0,0000	0,0951	100 м2	8,4000
Окраска	Обезжиривание металлических поверхностей растворителем Р5	0,0951	0,0000	0,0951	100 м2	6,5000
Окраска	Обеспыливание поверхности (входит в норму окраски)	9,5100	0,0000	9,5100	м2	0,0000
Окраска	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм)	0,0951	0,0000	0,0951	100 м2	12,0000
Окраска	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз 	0,0951	0,0000	0,0951	100 м2	11,0000
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0951	0,0000	0,0951	100 м2	10,3000
Трубопроводы	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа (толщ. 0,5мм) ТЕР-2001 64	0,3725	0,0000	0,3725	100 м2	124,0000
Трубопроводы	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа толщ. 0,8мм ТЕР-2001 64	0,1354	0,0000	0,1354	100 м2	124,0000
Трубопроводы	Окраска опознавательных колец за два раза	0,0184	0,0000	0,0184	100 м2	10,3000
Трубопроводы	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ 	0,1353	0,0000	0,1353	100 м2	54,8000
Трубопроводы	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных 	0,0925	0,0000	0,0925	100 м2	39,6000
Окраска. Теплоснабжение	Очистка кварцевым песком сплошных наружных поверхностей ТЕР-2001 64	2,0200	0,0000	2,0200	м2	0,3200
Окраска. Теплоснабжение	Обеспыливание поверхности ТЕР-2001 64	2,0200	0,0000	2,0200	м2	0,0170
Окраска. Теплоснабжение	Обезжиривание поверхности ТЕР-2001 64	0,0202	0,0000	0,0202	100 м2	6,5000
Окраска. Теплоснабжение	Огрунтовка поверхностей за 1 раз грунтовкой "Армокот 01"(ручной способ нанесения) ТЕР-2001 64	0,0202	0,0000	0,0202	100 м2	11,0000
Окраска. Водопровод производственно-противопожарный В2	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,0580	0,0000	0,0580	100 м2	11,0000
Окраска. Водопровод производственно-противопожарный В2	Масляная окраска металлических поверхностей решеток, переплетов, труб диаметром менее 50 мм и т.п., количество окрасок 2 ТЕР-2001 64	0,0580	0,0000	0,0580	100 м2	24,5000
